Title,Authors,Year,Journal,Journal_type,Type_stimulation,DBS,Electrode_type,Concurrent_fMRI,Brain_area,Brain_Name,Brain_Atlas,Brain_Parc,Brain_ParcLabel,Brain_Parc_Numb,Cortical_Subcortical,Species,Species_cat,Number_animals,Sex,Frequency,Amplitude_lower,Amplitude_higher,Amplitude_unit,Cathode_anode,Pulse_width,Waveform,Timespan,Task_description,Task_category,Behavioural_output,Main_output,Effect,Behavioural_description,Summary,Notes
Projection on the motor cortex of thalamic neurons with pallidal input in the monkey,"Nambu et al.,",1988,Experimental Brain Research,specialty,electrical,NO,Macroelectrode,NO,Gpi,IGP,57,Pd,54,6,subcortical,Macaca fuscata,non_rhesus,2,female,single pulses,0,0.5,mA,unclear,0.3 ms,unclear,single pulses,no task,no task & resting-state,neural,neural,indirect,"no behaviour reported, used for anti/orthodromic stimulation",NA,
Cortical Control of Subthalamic Neuronal Activity through the Hyperdirect and Indirect Pathways in Monkeys,"Polyakova et al.,",2020,Journal of Neuroscience,specialty,electrical,NO,Macroelectrode,NO,Gpi,IGP,57,Pd,54,6,subcortical,Macaca fuscata,non_rhesus,2,male,single pulses,0.1,1,mA,unclear,0.3 ms,unclear,single pulses,no task,no task & resting-state,neural,neural,indirect,"no behaviour, antidromic activation to STN",NA,
Cerebello- and pallido-thalamic pathways to areas 6 and 4 in the monkey,"Jinnai et al.,",1993,Stereotactic and Functional Neurosurgery,specialty,electrical,NO,Macroelectrode,NO,Gpi,IGP,57,Pd,54,6,subcortical,Macaca fuscata,non_rhesus,2,unclear,single pulses,0.5,0.5,mA,unclear,0.3 ms,unclear,single pulses,no task ,no task & resting-state,neural,neural,indirect,"no behaviour tested, antidromic inactivation of thalamic neurons",NA,
Penile erection evoked from forebrain structures in Macaca mulatta,"Robinson & Mishkin,",1968,Archives of Neurology,specialty,electrical,NO,Macroelectrode,NO,GP,GP,55,Pd,54,6,subcortical,Macaca mulatta,rhesus,15,male,50 Hz,0,1,mA,cathodal,1.0 ms,monophasic,10000-30000 ms,no task,no task & resting-state,sexual,movement,mixed,Very small chance of eliciting erections,sexual,
Disturbance of approach-avoidance behaviors in non-human primates by stimulation of the limbic territories of basal ganglia and anterior insula,"Saga et al.,",2019,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,GP,GP,55,Pd,54,6,subcortical,"Macaca mulatta, Macaca fascicularis",rhesus,2,"male, female",200 Hz,0.1,0.6,mA,unclear,0.3 ms,biphasic,700 ms,approach/avoid task,"conditioning, reward & motivation",hands,hands,no,no clear effects on behaviour,value,
"Self-stimulation pathways in the monkey, Macaca mulatta","Routtenberg et al.,",1971,Experimental Neurology,specialty,electrical,NO,Macroelectrode,NO,AnteriorCommisure,ac,59,Pd,54,6,subcortical,Macaca mulatta,rhesus,1,"male, female",60 Hz,2.5,2.5,mA,anode first,0.6 ms,biphasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,no,no ICSS effects,value,
Physiological properties of projection neurons in the monkey striatum to the globus pallidus,"Kimura et al.,",1990,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,GP,GP,55,Pd,54,6,subcortical,Macaca fuscata,non_rhesus,2,unclear,300 Hz,0,60,μA,cathode first,0.2 ms,biphasic,133 ms,arm movement task,"motor, reaching & grasping",hands,hands,no,"no behavioural effects reported, antidromic study",motor,
Contrasting locations of pallidal-receiving neurons and microexcitable zones in primate thalamus,"Buford et al.,",1996,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,GPi,IGP,57,Pd,54,6,subcortical,Macaca fascicularis,non_rhesus,2,male,single pulses,50,200,μA,cathode first,0.4 ms,biphasic,single pulses,reach-to-grasp task,"motor, reaching & grasping",movement,movement,no,"no behavioural responses tested, more about the effect on the motor thalamus",motor,
Neural information transferred from the putamen to the globus pallidus during learned movement in the monkey,"Kimura et al.,",1996,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,GP,GP,55,Pd,54,6,subcortical,Macaca fuscata,non_rhesus,4,unclear,single pulses,0,200,μA,cathode first,0.1-0.5 ms,biphasic,single pulses,visually guided grasp task,"motor, reaching & grasping",hands,hands,no,"no effects on behaviour reported, more connectivity",motor,
Deep brain stimulation imposes complex informational lesions,"Agnesi et al.,",2013,PLoS ONE,broad,electrical,YES,Macroelectrode,NO,GP,GP,55,Pd,54,6,subcortical,Macaca mulatta,rhesus,2,"male, female",135 Hz,300,300,μA,cathodal,0.09 ms,monophasic,continuous,no task,no task & resting-state,movement,movement,no,"not really looking at behavioural effects, more about tuning in other areas",motor,
Responses of monkey prefrontal neurons during a visual tracking task reinforced by substantia innominata self-stimulation,"Funahashi,",1983,Brain Research,specialty,electrical,NO,Macroelectrode,NO,BF,DSP,61,DSP,61,7,subcortical,Macaca fuscata,non_rhesus,2,unclear,100 Hz,0.7,1.1,mA,cathode first,0.2 ms,biphasic,240 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,ICSS through BF stimulation facilitates behaviour,motivation,
"Self-stimulation pathways in the monkey, Macaca mulatta","Routtenberg et al.,",1971,Experimental Neurology,specialty,electrical,NO,Macroelectrode,NO,BNST,ST,65,DSP,61,7,subcortical,Macaca mulatta,rhesus,3,"male, female",60 Hz,2.5,2.5,mA,anode first,0.6 ms,biphasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,strong ICSS,value,
Intermittent Stimulation of the Nucleus Basalis of Meynert Improves Working Memory in Adult Monkeys,"Liu et al.,",2017,Current Biology,broad,electrical,NO,Microelectrode,NO,NBM,BR,62,DSP,61,7,subcortical,Macaca mulatta,rhesus,3,male,80 Hz,200,200,μA,cathode first,200 μs,biphasic,100 ms,visual delayed match to sample,"cognitive, memory & decision-making",hands,hands,indirect,improved performance on working memory task,attention,
Nucleus basalis stimulation enhances working memory by stabilizing stimulus representations in primate prefrontal cortical activity,"Qi et al.,",2021,Cell Reports,broad,electrical,NO,Microelectrode,NO,NBM,BR,62,DSP,61,7,subcortical,Macaca mulatta,rhesus,2,male,80 Hz,200,200,μA,cathode first,0.2 ms,biphasic,100 ms,memory guided saccade task,eye movement & visual,saccades,eyes,indirect,performance increases with NBM stimulation,attention,
Brain state-dependence of electrically evoked potentials monitored with head-mounted electronics,"Richardson & Fetz,",2012,Journal of Neuroscience,specialty,electrical,NO,Macroelectrode,NO,BF,DSP,61,DSP,61,7,subcortical,Macaca nemestrina,non_rhesus,2,male,single pulses,0.75,1,mA,unclear,0.4 ms,biphasic,single pulses,free moving,no task & resting-state,not reported,neural,indirect,"no clear effects on behaviour, connectivity study",NA,
Intermittent stimulation in the nucleus basalis of meynert improves sustained attention in rhesus monkeys,"Liu et al.,",2018,Neuropharmacology,specialty,electrical,NO,Microelectrode,NO,NB,BR,62,DSP,61,7,subcortical,Macaca mulatta,rhesus,2,male,60 Hz,200,200,μA,cathode first,0.2 ms,biphasic,20000 ms,visual discrimination task,visual perception & discrimination,hands,hands,indirect,stimulation decreases False Error rate and increases hit rate,attention,Perhaps it's micro-ampere instead of mA
Cholinergic role in monkey dorsolateral prefrontal cortex during bar-press feeding behavior,"Inoue et al.,",1983,Brain Research,specialty,electrical,NO,Microelectrode,NO,BNM,BR,62,DSP,61,7,subcortical,"Macaca mulatta, Macaca fuscata",rhesus,3,unclear,0.3 Hz,0.2,0.8,mA,unclear,0.2 ms,unclear,seconds,bar-pressing task,"conditioning, reward & motivation",hands,hands,indirect,"increases performance on the task, and neural responses in DPFC",decision,
PET measurement of changes in D2/D3 dopamine receptor binding in a nonhuman primate during chronic deep brain stimulation of the bed nucleus of the stria terminalis,"Vandehey et al.,",2008,Journal of Neuroscience Methods,specialty,electrical,YES,Macroelectrode,NO,BNST,ST,65,DSP,61,7,subcortical,Macaca mulatta,rhesus,1,male,"50, 130 Hz",0.5,2,V,unclear,60 μs,unclear,continuous,no task,no task & resting-state,hormones,hormonal,indirect,changes in D2/D3 dopamine metabolism following stimulation (measured through PET),NA,
Penile erection evoked from forebrain structures in Macaca mulatta,"Robinson & Mishkin,",1968,Archives of Neurology,specialty,electrical,NO,Macroelectrode,NO,Stria terminalis,BNST,65,DSP,61,7,subcortical,Macaca mulatta,rhesus,15,male,50 Hz,0,1,mA,cathodal,1.0 ms,monophasic,10000-30000 ms,no task,no task & resting-state,sexual,movement,mixed,Small chance of eliciting erections,sexual,
Disruption of temperature discrimination during limbic forebrain stimulation in monkeys,"Chin et al., ",1976,Neuropsychologia,specialty,electrical,NO,Macroelectrode,NO,BNST,ST,65,DSP,61,7,subcortical,Macaca mulatta,rhesus,5,"male, female",20-100 Hz,0.1,1.5,mA,unclear,0.5-1 ms,biphasic,continuous,"visual discrimination, temperature discrimination",somatosensory & tactile,hands,hands,no,temperature discrimination not disrupted,pain,
Nystagmus induced by stimulation of the nucleus of the optic tract in the monkey,"Schiff et al.,",1988,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,NOT,opt,70,POC,69,8,subcortical,Macaca mulatta,rhesus,5,unclear,250 Hz,30,40,μA,unclear,0.5 ms,monophasic,20000-30000 ms,no task,no task & resting-state,saccades,eyes,direct,inducing nystagmus,motor,"Seriously doubt dat the 30-40 mA in the paper is actually correct, changed it to micro instead"
Penile erection evoked from forebrain structures in Macaca mulatta,"Robinson & Mishkin,",1968,Archives of Neurology,specialty,electrical,NO,Macroelectrode,NO,"Preoptic areas, medial and lateral",PO,72,POC,69,8,subcortical,Macaca mulatta,rhesus,15,male,50 Hz,0,1,mA,cathodal,1.0 ms,monophasic,10000-30000 ms,no task,no task & resting-state,sexual,movement,direct,Very strong chance of eliciting erections,sexual,
Organizational principles of velocity storage in three dimensions. The effect of gravity on cross-coupling of optokinetic after-nystagmus,"Raphan & Cohen,",1988,Annals of the New York Academy of Science,broad,electrical,NO,Microelectrode,NO,NOT,opt,70,POC,69,8,subcortical,"Macaca mulatta, Macaca fascicularis",rhesus,2,unclear,200 Hz,40,40,μA,unclear,0.5 ms,unclear,20 s,fixation,eye movement & visual,eyes,eyes,direct,Induces nystagmus (in the dark),motor,
Effects of Hypothalamic Stimulation on the Erythropoietic Response in the Rhesus Monkey,"Mirand et al.,",1964,Nature,broad,electrical,NO,Macroelectrode,NO,area preopticus,PO,72,POC,69,8,subcortical,Macaca mulatta,rhesus,11,female,unclear,0.6,0.7,mA,unclear,unclear,unclear,300 ms,no task,no task & resting-state,hormones,hormonal,direct,EPO production (maintenance of blood cells) is determined by hypothalamus,NA,
EFFECTS OF HYPOTHALAMIC STIMULATION ON THE ERYTHROPOIETIC RESPONSE IN THE RHESUS MONKEY,"Johnston & Murphy,",1964,Nature,broad,electrical,NO,Macroelectrode,NO,Area Preopticus Hypothalamus,PO,72,POC,69,8,subcortical,Macaca mulatta,rhesus,1,unclear,unclear,0.6,0.7,mA,unclear,unclear,unclear,300 ms,no task,no task & resting-state,hormones,hormonal,direct,Increases in erythropoeitin levels,hormones,
Visual Error Signals From the Pretectal Nucleus of the Optic Tract Guide Motor Learning for Smooth Pursuit,"Ono & Mustari,",2010,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,NOT,opt,70,POC,69,8,subcortical,Macaca mulatta,rhesus,2,unclear,200 Hz,20,80,μA,unclear,0.2 ms,biphasic,200 ms,visual pursuit,eye movement & visual,saccades,eyes,indirect,Therefore our findings support the suggestion that the NOT is an important source of visual error information for guiding motor learning during horizontal SP.,motor,
Directional asymmetry of neurons in cortical areas MT and MST projecting to the NOT-DTN in macaques,"Hoffmann et al.,",2002,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,NOT-DTN (optic tract),opt,70,POC,69,8,subcortical,"Macaca mulatta, Macaca fascicularis",rhesus,10,"male, female",single pulses,10,1000,μA,unclear,0.1 ms,monophasic,single pulses,no task,no task & resting-state,neural,neural,indirect,Projection neurons were found in all subregions of the middle temporal area (MT) as well as in the medial superior temporal area (MST). Antidromic latencies ranged from 0.9 to 6 ms with a median of 1.8 ms.,NA,
Visual response properties of neurons in cortical areas MT and MST projecting to the dorsolateral pontine nucleus or the nucleus of the optic tract in macaque monkeys,"Hoffmann et al.,",2009,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,NOT-DTN (optic tract),opt,70,POC,69,8,subcortical,Macaca mulatta,rhesus,5,"male, female",single pulses,10,1000,μA,unclear,0.1 ms,monophasic,single pulses,no task,no task & resting-state,neural,neural,indirect,"used for collision testing, rather than behaviour",NA,
Mesencephalic control of lateral geniculate nucleus in primates. 3. Modifications with state of alertness,"Bartlett et al.,",1973,Experimental Brain Research,specialty,electrical,NO,Macroelectrode,NO,OpticTract,opt,70,POC,69,8,subcortical,unclear,unclear,unclear,unclear,0.1-1 Hz,600,1000,μA,unclear,0.1 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behaviour, has an effect on LGN transmission",NA,
Modulation of hypothalamic ICSS by concurrent limbic stimulation,"Jackson & Gardner,",1974,Physiology & Behavior,specialty,electrical,NO,Macroelectrode,NO,OpticTract,opt,70,POC,69,8,subcortical,Macaca mulatta,rhesus,4,male,60 Hz,1,4,mA,anode first,0.3 ms,biphasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,no,No effect on concurrent ICSS of hypothalamus,motivation,
CONDITIONED REFLEXES ELICITED BY ELECTRICAL STIMULATION OF THE BRAIN IN MACAQUES,"Doty,",1965,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,NOT,opt,70,POC,69,8,subcortical,"Macaca nemestrina, Macaca fascicularis",non_rhesus,unclear,unclear,"50, 300 Hz",0.05,0.6,mA,unclear,0.5 ms,monophasic,seconds,conditioned response associated with stimulation,"conditioning, reward & motivation",hands,hands,no,no behaviour reported,NA,
Effects of behaviorally rewarding hypothalamic electrical stimulation on intracellularly recorded neuronal activity in the motor cortex of awake monkeys,"Aou et al.,",1988,Brain Research,specialty,electrical,NO,Macroelectrode,NO,Hypothalamus_LHA,LHy,87,Hy,75,9,subcortical,Macaca fuscata,non_rhesus,2,unclear,50 Hz,0,2,mA,cathode first,0.2-0.8 ms,biphasic,100 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,greatly facilitates ICSS,reward,
Behavioral effects of telestimulating hypothalamic reinforcement sites in freely moving rhesus monkeys,"Maxim,",1972,Brain Research,specialty,electrical,NO,Macroelectrode,NO,hypothalamus,Hy,75,Hy,75,9,subcortical,Macaca mulatta,rhesus,3,"male, female",60 Hz,0.5,0.9,mA,unclear,1 ms,biphasic,500 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,"Induces self stimulation. Primary stimulation effect was fear reduction, not induction of aggression",fear,
Some hormonal responses to electrical self-stimulation in the Macaca mulatta,"McHugh et al.,",1966,American Physiology Society Journal,specialty,electrical,NO,Macroelectrode,NO,Hypothalamus_LPO,AH,85,Hy,75,9,subcortical,Macaca mulatta,rhesus,5,"male, female",100 Hz,1,3,mA,unclear,0.5 ms,biphasic,500 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,"induces strong self stimulation, restless animals. Increase in urinary epinephrine and corticoids",arousal,
Modulation of hypothalamic ICSS by concurrent limbic stimulation,"Jackson & Gardner,",1974,Physiology & Behavior,specialty,electrical,NO,Macroelectrode,NO,hypothalamus,Hy,75,Hy,75,9,subcortical,Macaca mulatta,rhesus,4,male,60 Hz,1,4,mA,anode first,0.3 ms,biphasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,strong reinforcing effect in ICSS,motivation,
Estrogen and progesterone affect electrically induced release of Luteinizing hormone and prolactin in macaques,"Jackson et al.,",1981,Proceedings of the Society for Experimental Biology and Medicine,broad,electrical,NO,Macroelectrode,NO,Medial Basal Hypothalamus,VTHy,79,Hy,75,9,subcortical,Macaca mulatta,rhesus,9,female,100 Hz,0.25,0.25,mA,unclear,1 ms,biphasic,30 s,no task,no task & resting-state,hormones,hormonal,direct,Electrical stimulation increases LH release,NA,
Evidence that serotonin is involved in prolactin release by electrical stimulation of the medial basal hypothalamus in the rhesus monkey,"Pavasuthipaisit et al.,",1980,Neuroendocrinology,specialty,electrical,NO,Microelectrode,NO,medial basal hypothalamus,VTHy,79,Hy,75,9,subcortical,Macaca mulatta,rhesus,6,female,100 Hz,250,250,μA,unclear,1 ms,biphasic,30 s,no task,no task & resting-state,hormones,hormonal,direct,increase in serum prolactine following stimulation,none,
